Serial Number:     399738     --     Series: Temperature (*C) c:1
Serial Number:     399738     --     Series: Dew Point (*C) c:1 3
Serial Number:     399738     --     Series: Abs Humidity (gm/M3) c:1 3
Serial Number:     399738     --     Series: RH (%) c:3

Date Time	Temperature (*C) c:1	Dew Point (*C) c:1 3	Abs Humidity (gm/M3) c:1 3	RH (%) c:3
08/30/09 21:00:00.0	13.7	13.5	11.7	98.7
08/30/09 21:30:00.0	13.32	13.32	11.6	100.4
08/30/09 22:00:00.0	13.32	13.32	11.6	100.7
08/30/09 22:30:00.0	12.55	12.55	11	101
08/30/09 23:00:00.0	11.77	11.77	10.5	102
08/30/09 23:30:00.0	11.77	11.77	10.5	102.3
08/31/09 00:00:00.0	11.77	11.77	10.5	102.3
08/31/09 00:30:00.0	11.77	11.77	10.5	102.3
08/31/09 01:00:00.0	11.38	11.38	10.2	102.6
08/31/09 01:30:00.0	10.99	10.99	10	102.6
08/31/09 02:00:00.0	10.99	10.99	10	102.6
08/31/09 02:30:00.0	10.6	10.6	9.8	102.6
08/31/09 03:00:00.0	10.6	10.6	9.8	102.6
08/31/09 03:30:00.0	10.6	10.6	9.8	102.6
08/31/09 04:00:00.0	10.99	10.99	10	102.3
08/31/09 04:30:00.0	11.38	11.38	10.2	102.6
08/31/09 05:00:00.0	10.99	10.99	10	104
08/31/09 05:30:00.0	10.21	10.21	9.5	104
08/31/09 06:00:00.0	9.82	9.82	9.3	104
08/31/09 06:30:00.0	9.82	9.82	9.3	104
08/31/09 07:00:00.0	10.21	10.21	9.5	104
08/31/09 07:30:00.0	11.38	11.38	10.2	104
08/31/09 08:00:00.0	12.16	12.16	10.8	104
08/31/09 08:30:00.0	12.93	12.93	11.3	104
08/31/09 09:00:00.0	14.09	12.99	11.3	93.1
08/31/09 09:30:00.0	15.62	12.44	10.8	81.4
08/31/09 10:00:00.0	16.38	12.26	10.7	76.6
08/31/09 10:30:00.0	17.9	12.51	10.8	70.7
08/31/09 11:00:00.0	18.28	12.44	10.7	68.7
08/31/09 11:30:00.0	20.19	12.31	10.6	60.5
08/31/09 12:00:00.0	20.95	11.95	10.3	56.4
08/31/09 12:30:00.0	21.71	12.09	10.4	54.3
08/31/09 13:00:00.0	21.71	12.36	10.6	55.3
08/31/09 13:30:00.0	21.33	12.71	10.8	57.9
08/31/09 14:00:00.0	21.33	13	11	59
08/31/09 14:30:00.0	22.09	13.16	11.1	56.9
08/31/09 15:00:00.0	22.09	13.42	11.3	57.9
08/31/09 15:30:00.0	21.33	13.38	11.3	60.5
08/31/09 16:00:00.0	20.95	13.79	11.6	63.6
08/31/09 16:30:00.0	19.81	14	11.8	69.2
08/31/09 17:00:00.0	19.42	13.64	11.6	69.2
08/31/09 17:30:00.0	19.42	13.75	11.6	69.7
08/31/09 18:00:00.0	19.42	13.64	11.6	69.2
08/31/09 18:30:00.0	17.9	13.63	11.6	76.1
08/31/09 19:00:00.0	17.52	13.76	11.7	78.6
08/31/09 19:30:00.0	15.62	13.65	11.7	88.1
08/31/09 20:00:00.0	14.09	13.49	11.7	96.2
08/31/09 20:30:00.0	13.32	13.27	11.5	99.7
08/31/09 21:00:00.0	13.32	13.32	11.6	100.7
08/31/09 21:30:00.0	13.32	13.32	11.6	101
08/31/09 22:00:00.0	12.93	12.93	11.3	101.6
08/31/09 22:30:00.0	13.32	13.32	11.6	101.6
08/31/09 23:00:00.0	13.32	13.32	11.6	102
08/31/09 23:30:00.0	13.32	13.32	11.6	102
09/01/09 00:00:00.0	12.93	12.93	11.3	102
09/01/09 00:30:00.0	12.93	12.93	11.3	102.9
09/01/09 01:00:00.0	12.93	12.93	11.3	103.2
09/01/09 01:30:00.0	12.55	12.55	11	103.2
09/01/09 02:00:00.0	12.16	12.16	10.8	103.2
09/01/09 02:30:00.0	11.77	11.77	10.5	103.2
09/01/09 03:00:00.0	11.77	11.77	10.5	103.2
09/01/09 03:30:00.0	11.77	11.77	10.5	103.2
09/01/09 04:00:00.0	12.55	12.55	11	103.2
09/01/09 04:30:00.0	12.55	12.55	11	103.2
09/01/09 05:00:00.0	12.93	12.93	11.3	103.5
09/01/09 05:30:00.0	12.93	12.93	11.3	102.6
09/01/09 06:00:00.0	12.93	12.93	11.3	102.6
09/01/09 06:30:00.0	13.32	13.32	11.6	101.6
09/01/09 07:00:00.0	12.93	12.93	11.3	102
09/01/09 07:30:00.0	13.7	13.7	11.8	100.7
09/01/09 08:00:00.0	14.09	13.99	12	99.4
09/01/09 08:30:00.0	13.7	13.7	11.8	101
09/01/09 09:00:00.0	14.09	13.66	11.8	97.3
09/01/09 09:30:00.0	14.09	14.04	12.1	99.7
09/01/09 10:00:00.0	15.62	14.02	12	90.2
09/01/09 10:30:00.0	13.7	13.7	11.8	101
09/01/09 11:00:00.0	14.47	14.09	12.1	97.6
09/01/09 11:30:00.0	16	14.1	12.1	88.5
09/01/09 12:00:00.0	17.52	13.19	11.3	75.7
09/01/09 12:30:00.0	18.28	14.3	12.1	77.6
09/01/09 13:00:00.0	18.66	13.67	11.6	72.7
09/01/09 13:30:00.0	17.9	14.48	12.3	80.4
09/01/09 14:00:00.0	17.14	14.76	12.5	85.9
09/01/09 14:30:00.0	17.52	14.47	12.3	82.3
09/01/09 15:00:00.0	18.28	14.2	12	77.1
09/01/09 15:30:00.0	18.66	14.19	12	75.2
09/01/09 16:00:00.0	18.28	14.4	12.2	78.1
09/01/09 16:30:00.0	16.38	13.52	11.6	83.2
09/01/09 17:00:00.0	18.66	13.67	11.6	72.7
09/01/09 17:30:00.0	18.66	12.69	10.9	68.2
09/01/09 18:00:00.0	18.28	12.21	10.6	67.7
09/01/09 18:30:00.0	16	11.51	10.2	74.7
09/01/09 19:00:00.0	15.62	11.82	10.4	78.1
09/01/09 19:30:00.0	13.32	10.94	9.9	85.5
09/01/09 20:00:00.0	11.77	10.89	9.9	94.3
09/01/09 20:30:00.0	11.38	10.8	9.9	96.2
09/01/09 21:00:00.0	10.99	10.73	9.8	98.3
09/01/09 21:30:00.0	10.6	10.56	9.7	99.7
09/01/09 22:00:00.0	10.6	10.6	9.8	100.7
09/01/09 22:30:00.0	10.6	10.6	9.8	101.3
09/01/09 23:00:00.0	10.6	10.6	9.8	102
09/01/09 23:30:00.0	10.21	10.21	9.5	102.6
09/02/09 00:00:00.0	10.21	10.21	9.5	102.3
09/02/09 00:30:00.0	10.21	10.21	9.5	102.3
09/02/09 01:00:00.0	9.82	9.82	9.3	101
09/02/09 01:30:00.0	9.82	9.82	9.3	101
09/02/09 02:00:00.0	9.03	9.03	8.8	101.3
09/02/09 02:30:00.0	9.03	9.03	8.8	100.4
09/02/09 03:00:00.0	9.42	9.42	9.1	102
09/02/09 03:30:00.0	9.82	9.82	9.3	102.9
09/02/09 04:00:00.0	9.42	9.42	9.1	101
09/02/09 04:30:00.0	9.82	9.82	9.3	101
09/02/09 05:00:00.0	9.42	9.42	9.1	102.6
09/02/09 05:30:00.0	9.42	9.42	9.1	102.6
09/02/09 06:00:00.0	10.6	9.47	9	92.7
09/02/09 06:30:00.0	11.38	10.18	9.5	92.3
09/02/09 07:00:00.0	12.16	10.75	9.8	91.1
09/02/09 07:30:00.0	12.55	10.02	9.3	84.6
09/02/09 08:00:00.0	13.32	10.11	9.4	80.9
09/02/09 08:30:00.0	14.47	9.32	8.8	71.2
09/02/09 09:00:00.0	16.38	8.48	8.3	59.5
09/02/09 09:30:00.0	20.57	4.13	6.1	33.9
09/02/09 10:00:00.0	21.33	4.37	6.1	32.9
09/02/09 10:30:00.0	21.71	6.9	7.3	38.3
09/02/09 11:00:00.0	24.01	5.14	6.4	29.5
09/02/09 11:30:00.0	25.17	5.89	6.7	29
09/02/09 12:00:00.0	24.79	7.17	7.4	32.4
09/02/09 12:30:00.0	25.95	7.48	7.5	30.9
09/02/09 13:00:00.0	27.12	5.36	6.4	24.9
09/02/09 13:30:00.0	28.31	4.96	6.2	22.6
09/02/09 14:00:00.0	26.73	5.25	6.4	25.3
09/02/09 14:30:00.0	27.91	4.37	6	22.2
09/02/09 15:00:00.0	26.73	5.25	6.4	25.3
09/02/09 15:30:00.0	27.12	3.97	5.9	22.6
09/02/09 16:00:00.0	25.17	5.44	6.5	28.1
09/02/09 16:30:00.0	24.01	7.15	7.4	33.9
09/02/09 17:00:00.0	23.63	6.82	7.2	33.9
09/02/09 17:30:00.0	22.86	6.52	7.1	34.8
09/02/09 18:00:00.0	22.09	7.05	7.4	37.8
09/02/09 18:30:00.0	21.33	3.94	6	31.9
09/02/09 19:00:00.0	20.57	2.82	5.5	30.9
09/02/09 19:30:00.0	19.04	3.76	5.9	36.3
09/02/09 20:00:00.0	18.28	3.85	6	38.3
09/02/09 20:30:00.0	17.9	5.13	6.5	42.9
09/02/09 21:00:00.0	17.52	4.62	6.3	42.4
09/02/09 21:30:00.0	17.52	4.95	6.5	43.4
09/02/09 22:00:00.0	17.14	6.23	7.1	48.6
09/02/09 22:30:00.0	16.38	7.54	7.8	55.8
09/02/09 23:00:00.0	16	8.75	8.5	62.1
09/02/09 23:30:00.0	16	6.49	7.2	53.2
09/03/09 00:00:00.0	15.62	0.54	4.8	35.8
09/03/09 00:30:00.0	15.23	0.01	4.6	35.3
09/03/09 01:00:00.0	15.23	0.2	4.7	35.8
09/03/09 01:30:00.0	14.85	1.33	5.1	39.8
09/03/09 02:00:00.0	14.09	5.55	6.8	56.4
09/03/09 02:30:00.0	14.09	8.1	8.1	67.2
09/03/09 03:00:00.0	12.16	7.81	8	74.7
09/03/09 03:30:00.0	11.38	8.48	8.4	82.3
09/03/09 04:00:00.0	10.6	8.56	8.5	87.2
09/03/09 04:30:00.0	10.6	9.06	8.8	90.2
09/03/09 05:00:00.0	9.82	8.88	8.7	93.9
09/03/09 05:30:00.0	9.42	8.3	8.4	92.7
09/03/09 06:00:00.0	9.42	8.37	8.4	93.1
09/03/09 06:30:00.0	9.03	7.85	8.1	92.3
09/03/09 07:00:00.0	9.03	7.51	8	90.2
09/03/09 07:30:00.0	9.03	6.8	7.6	85.9
09/03/09 08:00:00.0	9.03	5.93	7.1	80.9
09/03/09 08:30:00.0	9.42	5.9	7.1	78.6
09/03/09 09:00:00.0	10.99	5.68	7	69.7
09/03/09 09:30:00.0	12.16	6.37	7.3	67.7
09/03/09 10:00:00.0	11.77	6.63	7.4	70.7
09/03/09 10:30:00.0	13.32	5.21	6.7	57.9
09/03/09 11:00:00.0	14.47	6.04	7.1	56.9
09/03/09 11:30:00.0	12.16	5.13	6.7	62.1
09/03/09 12:00:00.0	13.32	6.45	7.3	63.1
09/03/09 12:30:00.0	14.09	5.55	6.8	56.4
09/03/09 13:00:00.0	14.47	5.37	6.7	54.3
09/03/09 13:30:00.0	15.62	3.9	6.1	45.5
09/03/09 14:00:00.0	16	3.73	6	43.9
09/03/09 14:30:00.0	15.62	4.98	6.5	49.1
09/03/09 15:00:00.0	16.76	4.1	6.1	42.9
09/03/09 15:30:00.0	18.28	4.03	6.1	38.8
09/03/09 16:00:00.0	19.04	4.71	6.3	38.8
09/03/09 16:30:00.0	17.52	4.78	6.4	42.9
09/03/09 17:00:00.0	16	4.55	6.3	46.5
09/03/09 17:30:00.0	16	5.01	6.5	48
09/03/09 18:00:00.0	16.38	4.4	6.3	44.9
09/03/09 18:30:00.0	16	4.7	6.4	47
09/03/09 19:00:00.0	14.85	5.02	6.6	51.7
09/03/09 19:30:00.0	13.32	5.21	6.7	57.9
09/03/09 20:00:00.0	12.16	5.7	6.9	64.6
09/03/09 20:30:00.0	11.38	6.05	7.1	69.7
09/03/09 21:00:00.0	10.99	5.78	7	70.2
09/03/09 21:30:00.0	10.21	6.57	7.4	78.1
09/03/09 22:00:00.0	9.42	6.56	7.5	82.3
09/03/09 22:30:00.0	8.23	6.38	7.4	88.1
09/03/09 23:00:00.0	8.23	6.53	7.5	89
09/03/09 23:30:00.0	8.23	6.45	7.4	88.5
09/04/09 00:00:00.0	8.23	6.32	7.4	87.7
09/04/09 00:30:00.0	8.63	6.34	7.4	85.5
09/04/09 01:00:00.0	9.42	8.05	8.2	91.1
09/04/09 01:30:00.0	9.82	8.22	8.3	89.8
09/04/09 02:00:00.0	10.21	7.89	8.1	85.5
09/04/09 02:30:00.0	10.6	7.21	7.8	79.5
09/04/09 03:00:00.0	10.6	6.57	7.4	76.1
09/04/09 03:30:00.0	10.99	6.09	7.2	71.7
09/04/09 04:00:00.0	10.99	5.37	6.8	68.2
09/04/09 04:30:00.0	11.38	3.67	6	59
09/04/09 05:00:00.0	10.99	3.77	6.1	61
09/04/09 05:30:00.0	10.6	5.71	7	71.7
09/04/09 06:00:00.0	10.21	5.73	7	73.7
09/04/09 06:30:00.0	10.6	5.61	6.9	71.2
09/04/09 07:00:00.0	10.21	4.93	6.6	69.7
09/04/09 07:30:00.0	10.6	4.46	6.4	65.7
09/04/09 08:00:00.0	10.6	4.99	6.7	68.2
09/04/09 08:30:00.0	12.55	4.61	6.4	58.4
09/04/09 09:00:00.0	13.7	0.29	4.7	39.8
09/04/09 09:30:00.0	16.38	1.6	5.1	36.8
09/04/09 10:00:00.0	15.62	2.22	5.4	40.4
09/04/09 10:30:00.0	16	-2.67	3.8	27.6
09/04/09 11:00:00.0	16.38	-2.54	3.8	27.2
09/04/09 11:30:00.0	16.76	-1.77	4	28.1
09/04/09 12:00:00.0	17.9	-1.24	4.2	27.2
09/04/09 12:30:00.0	18.66	-1.57	4	25.3
09/04/09 13:00:00.0	18.66	-1.57	4	25.3
09/04/09 13:30:00.0	20.57	-5.22	3.1	17.1
09/04/09 14:00:00.0	20.95	-3.73	3.4	18.7
09/04/09 14:30:00.0	22.48	-3.37	3.5	17.5
09/04/09 15:00:00.0	22.86	-3.68	3.4	16.7
09/04/09 15:30:00.0	20.95	6.41	7.1	38.8
09/04/09 16:00:00.0	18.28	6.13	7	44.9
09/04/09 16:30:00.0	19.81	5.57	6.7	39.3
09/04/09 17:00:00.0	17.52	6.1	7	47
09/04/09 17:30:00.0	17.52	6.58	7.3	48.6
09/04/09 18:00:00.0	17.52	6.58	7.3	48.6
09/04/09 18:30:00.0	16	6.92	7.5	54.8
09/04/09 19:00:00.0	15.23	6.47	7.3	55.8
09/04/09 19:30:00.0	15.23	7.01	7.5	57.9
09/04/09 20:00:00.0	15.23	8.15	8.1	62.6
09/04/09 20:30:00.0	15.23	8.27	8.2	63.1
09/04/09 21:00:00.0	15.23	8.03	8.1	62.1
09/04/09 21:30:00.0	14.85	6.92	7.5	59
09/04/09 22:00:00.0	14.47	8.25	8.2	66.2
09/04/09 22:30:00.0	14.47	7.54	7.8	63.1
09/04/09 23:00:00.0	14.47	6.42	7.2	58.4
09/04/09 23:30:00.0	15.23	4.48	6.3	48.6
09/05/09 00:00:00.0	14.85	5.43	6.8	53.2
09/05/09 00:30:00.0	15.23	4.92	6.5	50.1
09/05/09 01:00:00.0	14.85	5.15	6.6	52.2
09/05/09 01:30:00.0	14.85	5.02	6.6	51.7
09/05/09 02:00:00.0	15.23	5.94	7	53.8
09/05/09 02:30:00.0	13.32	7.26	7.7	66.7
09/05/09 03:00:00.0	12.16	8.89	8.6	80.4
09/05/09 03:30:00.0	11.38	9.77	9.2	89.8
09/05/09 04:00:00.0	10.99	9.1	8.8	88.1
09/05/09 04:30:00.0	10.6	9.72	9.2	94.3
09/05/09 05:00:00.0	11.38	6.56	7.4	72.2
09/05/09 05:30:00.0	11.38	9.04	8.8	85.5
09/05/09 06:00:00.0	9.82	9.41	9	97.3
09/05/09 06:30:00.0	9.82	9.67	9.2	99
09/05/09 07:00:00.0	10.99	9.1	8.8	88.1
09/05/09 07:30:00.0	9.42	9.42	9.1	101
09/05/09 08:00:00.0	9.82	9.82	9.3	100.4
09/05/09 08:30:00.0	10.21	9.68	9.2	96.5
09/05/09 09:00:00.0	10.21	9.95	9.4	98.3
09/05/09 09:30:00.0	9.82	9.82	9.3	101
09/05/09 10:00:00.0	9.82	9.82	9.3	100.4
09/05/09 10:30:00.0	9.82	9.82	9.3	101.3
09/05/09 11:00:00.0	9.82	9.82	9.3	101
09/05/09 11:30:00.0	10.6	10.51	9.7	99.4
09/05/09 12:00:00.0	9.82	9.82	9.3	101.3
09/05/09 12:30:00.0	10.6	10.24	9.5	97.6
09/05/09 13:00:00.0	12.16	11.57	10.3	96.2
09/05/09 13:30:00.0	10.99	10.35	9.6	95.8
09/05/09 14:00:00.0	12.55	11.05	10	90.6
09/05/09 14:30:00.0	13.32	11.01	9.9	85.9
09/05/09 15:00:00.0	13.7	11	9.9	83.7
09/05/09 15:30:00.0	12.16	10.75	9.8	91.1
09/05/09 16:00:00.0	12.16	10.03	9.3	86.8
09/05/09 16:30:00.0	12.16	8.82	8.6	80
09/05/09 17:00:00.0	11.38	8.48	8.4	82.3
09/05/09 17:30:00.0	10.99	8.19	8.3	82.8
09/05/09 18:00:00.0	10.6	8.03	8.2	84.1
09/05/09 18:30:00.0	11.38	7.61	8	77.6
09/05/09 19:00:00.0	10.99	7.59	7.9	79.5
09/05/09 19:30:00.0	9.82	6.86	7.6	81.8
09/05/09 20:00:00.0	8.63	7.05	7.7	89.8
09/05/09 20:30:00.0	8.63	6.84	7.6	88.5
09/05/09 21:00:00.0	9.03	6.64	7.5	85
09/05/09 21:30:00.0	8.23	7.42	7.9	94.6
09/05/09 22:00:00.0	9.42	6.65	7.5	82.8
09/05/09 22:30:00.0	9.03	7.78	8.1	91.9
09/05/09 23:00:00.0	9.03	6.8	7.6	85.9
09/05/09 23:30:00.0	9.03	6.42	7.4	83.7
09/06/09 00:00:00.0	8.63	7.88	8.2	95
09/06/09 00:30:00.0	8.63	6.92	7.7	89
09/06/09 01:00:00.0	9.03	6.26	7.3	82.8
09/06/09 01:30:00.0	8.63	6.26	7.3	85
09/06/09 02:00:00.0	8.63	5.63	7	81.4
09/06/09 02:30:00.0	8.23	6.53	7.5	89
09/06/09 03:00:00.0	8.23	7.12	7.8	92.7
09/06/09 03:30:00.0	8.63	5.54	7	80.9
09/06/09 04:00:00.0	6.22	5.92	7.2	98
09/06/09 04:30:00.0	5.81	4.33	6.5	90.2
09/06/09 05:00:00.0	7.03	5.34	6.9	89
09/06/09 05:30:00.0	7.43	4.77	6.6	83.2
09/06/09 06:00:00.0	7.43	5.93	7.2	90.2
09/06/09 06:30:00.0	7.83	5.25	6.8	83.7
09/06/09 07:00:00.0	8.23	4.74	6.6	78.6
09/06/09 07:30:00.0	8.23	5.8	7.1	84.6
09/06/09 08:00:00.0	7.83	6.6	7.5	91.9
09/06/09 08:30:00.0	8.23	6.23	7.3	87.2
09/06/09 09:00:00.0	8.23	6.93	7.7	91.5
09/06/09 09:30:00.0	8.63	6.77	7.6	88.1
09/06/09 10:00:00.0	9.03	5.14	6.8	76.6
09/06/09 10:30:00.0	8.23	4.74	6.6	78.6
09/06/09 11:00:00.0	9.03	5.84	7.1	80.4
09/06/09 11:30:00.0	7.43	6	7.2	90.6
09/06/09 12:00:00.0	7.83	5.47	6.9	85
09/06/09 12:30:00.0	6.62	6.23	7.4	97.3
09/06/09 13:00:00.0	7.03	5.99	7.2	93.1
09/06/09 13:30:00.0	8.23	6.66	7.5	89.8
09/06/09 14:00:00.0	8.63	5.88	7.1	82.8
09/06/09 14:30:00.0	8.23	6.72	7.6	90.2
09/06/09 15:00:00.0	8.63	6.77	7.6	88.1
09/06/09 15:30:00.0	9.03	6.18	7.3	82.3
09/06/09 16:00:00.0	9.03	6.73	7.5	85.5
09/06/09 16:30:00.0	9.03	6.09	7.2	81.8
09/06/09 17:00:00.0	9.42	6.47	7.4	81.8
09/06/09 17:30:00.0	8.23	6.23	7.3	87.2
09/06/09 18:00:00.0	7.83	6.14	7.3	89
09/06/09 18:30:00.0	6.22	5.12	6.8	92.7
09/06/09 19:00:00.0	5.81	5.81	7.2	100.4
09/06/09 19:30:00.0	6.62	5.71	7.1	93.9
09/06/09 20:00:00.0	7.03	5.05	6.8	87.2
09/06/09 20:30:00.0	7.03	4.98	6.7	86.8
09/06/09 21:00:00.0	7.03	4.68	6.6	85
09/06/09 21:30:00.0	7.03	5.41	6.9	89.4
09/06/09 22:00:00.0	7.03	5.26	6.9	88.5
09/06/09 22:30:00.0	7.03	4.83	6.7	85.9
09/06/09 23:00:00.0	6.62	4.73	6.6	87.7
09/06/09 23:30:00.0	6.62	4.29	6.4	85
09/07/09 00:00:00.0	6.22	5.12	6.8	92.7
09/07/09 00:30:00.0	6.22	5.42	7	94.6
09/07/09 01:00:00.0	6.22	6.03	7.3	98.7
09/07/09 01:30:00.0	6.62	6.27	7.4	97.6
09/07/09 02:00:00.0	6.62	5.94	7.2	95.4
09/07/09 02:30:00.0	6.62	6.23	7.4	97.3
09/07/09 03:00:00.0	6.62	6.27	7.4	97.6
09/07/09 03:30:00.0	6.22	6.22	7.4	100.7
09/07/09 04:00:00.0	6.62	6.43	7.5	98.7
09/07/09 04:30:00.0	6.62	6.54	7.5	99.4
09/07/09 05:00:00.0	6.62	5.77	7.1	94.3
09/07/09 05:30:00.0	6.22	5.66	7.1	96.2
09/07/09 06:00:00.0	6.22	5.97	7.2	98.3
09/07/09 06:30:00.0	6.22	6.22	7.4	101
09/07/09 07:00:00.0	6.62	5.07	6.8	89.8
09/07/09 07:30:00.0	6.62	4.86	6.7	88.5
09/07/09 08:00:00.0	6.62	5.65	7.1	93.5
09/07/09 08:30:00.0	7.03	6.05	7.3	93.5
09/07/09 09:00:00.0	7.03	5.47	7	89.8
09/07/09 09:30:00.0	7.03	6.34	7.4	95.4
09/07/09 10:00:00.0	7.43	6.81	7.6	95.8
09/07/09 10:30:00.0	7.03	7.03	7.8	100
09/07/09 11:00:00.0	7.43	7.14	7.8	98
09/07/09 11:30:00.0	7.43	7.43	8	100
09/07/09 12:00:00.0	7.43	6.91	7.7	96.5
09/07/09 12:30:00.0	9.03	8.04	8.3	93.5
09/07/09 13:00:00.0	9.42	7.19	7.8	85.9
09/07/09 13:30:00.0	10.99	8.1	8.2	82.3
09/07/09 14:00:00.0	9.42	7.34	7.9	86.8
09/07/09 14:30:00.0	9.82	7.66	8	86.4
09/07/09 15:00:00.0	7.43	6.33	7.4	92.7
09/07/09 15:30:00.0	8.23	6.72	7.6	90.2
09/07/09 16:00:00.0	9.03	6.09	7.2	81.8
09/07/09 16:30:00.0	9.42	6.06	7.2	79.5
09/07/09 17:00:00.0	9.82	6.19	7.3	78.1
09/07/09 17:30:00.0	9.82	6.1	7.2	77.6
09/07/09 18:00:00.0	9.82	6.19	7.3	78.1
09/07/09 18:30:00.0	10.21	6.38	7.3	77.1
09/07/09 19:00:00.0	9.03	6.49	7.4	84.1
09/07/09 19:30:00.0	8.23	6.72	7.6	90.2
09/07/09 20:00:00.0	7.83	6.79	7.6	93.1
09/07/09 20:30:00.0	7.43	6.2	7.3	91.9
09/07/09 21:00:00.0	7.43	6.68	7.6	95
09/07/09 21:30:00.0	6.62	6.11	7.3	96.5
09/07/09 22:00:00.0	6.22	5.42	7	94.6
09/07/09 22:30:00.0	6.22	5.92	7.2	98
09/07/09 23:00:00.0	6.22	6.22	7.4	100.4
09/07/09 23:30:00.0	6.22	6.22	7.4	101.3
09/08/09 00:00:00.0	5.81	5.81	7.2	101.3
09/08/09 00:30:00.0	5.4	5.4	7	102
09/08/09 01:00:00.0	4.57	4.57	6.6	102.3
09/08/09 01:30:00.0	4.15	4.15	6.4	101.3
09/08/09 02:00:00.0	3.31	3.31	6.1	100.4
09/08/09 02:30:00.0	2.89	2.71	5.8	98.7
09/08/09 03:00:00.0	2.89	2.89	5.9	100.7
09/08/09 03:30:00.0	2.89	2.89	5.9	101
09/08/09 04:00:00.0	2.46	2.08	5.6	97.3
09/08/09 04:30:00.0	2.03	1.16	5.2	93.9
09/08/09 05:00:00.0	2.03	1.85	5.5	98.7
09/08/09 05:30:00.0	2.03	0.86	5.1	91.9
09/08/09 06:00:00.0	2.46	1.34	5.3	92.3
09/08/09 06:30:00.0	2.03	0.48	5	89.4
09/08/09 07:00:00.0	2.03	-0.28	4.7	84.6
09/08/09 07:30:00.0	4.15	2.01	5.5	85.9
09/08/09 08:00:00.0	5.81	3.64	6.2	85.9
09/08/09 08:30:00.0	7.03	4.46	6.5	83.7
09/08/09 09:00:00.0	8.63	4.4	6.4	74.7
09/08/09 09:30:00.0	10.21	4.3	6.3	66.7
09/08/09 10:00:00.0	10.99	4.83	6.6	65.7
09/08/09 10:30:00.0	11.77	5.44	6.8	65.1
09/08/09 11:00:00.0	12.55	5.84	7	63.6
09/08/09 11:30:00.0	13.32	5.48	6.8	59
09/08/09 12:00:00.0	13.7	3.95	6.1	51.7
09/08/09 12:30:00.0	15.23	4.78	6.4	49.6
09/08/09 13:00:00.0	16	4.86	6.5	47.5
09/08/09 13:30:00.0	16.76	4.42	6.3	43.9
09/08/09 14:00:00.0	17.14	5.28	6.6	45.5
09/08/09 14:30:00.0	17.52	5.44	6.7	44.9
09/08/09 15:00:00.0	18.28	6.32	7.1	45.5
09/08/09 15:30:00.0	17.52	4.45	6.3	41.9
09/08/09 16:00:00.0	17.52	4.78	6.4	42.9
09/08/09 16:30:00.0	17.9	4.62	6.3	41.4
09/08/09 17:00:00.0	16.76	2.86	5.6	39.3
09/08/09 17:30:00.0	16	1.81	5.2	38.3
09/08/09 18:00:00.0	16	1.63	5.1	37.8
09/08/09 18:30:00.0	14.85	4.13	6.2	48.6
09/08/09 19:00:00.0	12.93	9.02	8.7	77.1
09/08/09 19:30:00.0	11.77	9.02	8.7	83.2
09/08/09 20:00:00.0	10.99	9.1	8.8	88.1
09/08/09 20:30:00.0	10.6	8.78	8.6	88.5
09/08/09 21:00:00.0	10.6	7.96	8.2	83.7
09/08/09 21:30:00.0	10.6	7.12	7.7	79
09/08/09 22:00:00.0	10.21	4.51	6.4	67.7
09/08/09 22:30:00.0	10.21	6.66	7.5	78.6
09/08/09 23:00:00.0	10.21	6.92	7.6	80
09/08/09 23:30:00.0	10.6	6.5	7.4	75.7
09/09/09 00:00:00.0	10.6	6.4	7.3	75.2
09/09/09 00:30:00.0	10.99	5.05	6.7	66.7
09/09/09 01:00:00.0	10.6	6.4	7.3	75.2
09/09/09 01:30:00.0	11.38	5.07	6.7	65.1
09/09/09 02:00:00.0	11.77	3.24	5.9	55.8
09/09/09 02:30:00.0	11.77	4.03	6.2	59
09/09/09 03:00:00.0	11.77	3.52	6	56.9
09/09/09 03:30:00.0	11.77	3.12	5.8	55.3
09/09/09 04:00:00.0	10.6	4.57	6.5	66.2
09/09/09 04:30:00.0	10.21	4.72	6.5	68.7
09/09/09 05:00:00.0	9.82	5.64	7	75.2
09/09/09 05:30:00.0	9.82	5.64	7	75.2
09/09/09 06:00:00.0	10.6	3.77	6.1	62.6
09/09/09 06:30:00.0	10.6	4.33	6.4	65.1
09/09/09 07:00:00.0	10.21	4.3	6.3	66.7
09/09/09 07:30:00.0	10.6	5.3	6.8	69.7
09/09/09 08:00:00.0	10.6	6.01	7.1	73.2
09/09/09 08:30:00.0	11.77	5.1	6.7	63.6
09/09/09 09:00:00.0	12.16	5.13	6.7	62.1
09/09/09 09:30:00.0	11.77	5.1	6.7	63.6
09/09/09 10:00:00.0	13.32	5.96	7.1	61
09/09/09 10:30:00.0	14.85	6.65	7.4	57.9
09/09/09 11:00:00.0	16.38	5.83	6.9	49.6
09/09/09 11:30:00.0	17.9	7.83	7.9	51.7
09/09/09 12:00:00.0	17.52	9.28	8.7	58.4
09/09/09 12:30:00.0	17.14	8.92	8.5	58.4
09/09/09 13:00:00.0	19.42	6.5	7.2	42.9
09/09/09 13:30:00.0	17.9	10.79	9.6	63.1
09/09/09 14:00:00.0	17.52	10.67	9.6	64.1
09/09/09 14:30:00.0	17.9	11.14	9.9	64.6
